product_id,original_title,cleaned_title,keyword,search_volume,competition,competition_index,similarity_score,overlap_ratio
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,nike air force 1 low off white mca university blue,720,HIGH,100.0,720.0,1.0
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,air force 1 offwhite blue,1900,HIGH,91.0,712.5,0.375
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,air force offwhite blue,880,HIGH,90.0,330.0,0.375
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,air force 1 low off white mca university blue,170,HIGH,99.0,170.0,1.0
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,blue offwhite air force,390,HIGH,97.0,146.25,0.375
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,air force 1 off white mca,140,HIGH,82.0,87.5,0.625
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,off white mca air force 1,140,HIGH,96.0,87.5,0.625
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,air force 1 university blue off white,110,HIGH,85.0,82.5,0.75
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,off white airforce 1 mca,210,HIGH,100.0,78.75,0.375
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,af1 offwhite blue,590,HIGH,83.0,73.75,0.125
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,off white mca university blue,110,HIGH,75.0,68.75,0.625
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,off white x air force 1 low 07 mca,90,HIGH,89.0,67.5,0.75
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,nike air force 1 off white mca,90,MEDIUM,56.0,56.25,0.625
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,nike air force 1 low off white mca,70,HIGH,95.0,52.5,0.75
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,nike off white mca,140,HIGH,89.0,52.5,0.375
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,air force 1 off white mca university blue,50,HIGH,100.0,43.75,0.875
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,nike air force 1 off white mca university blue,50,HIGH,76.0,43.75,0.875
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,mca university blue,110,HIGH,93.0,41.25,0.375
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,mca blue off white af1,70,MEDIUM,66.0,35.0,0.5
49210,REPS Air Force 1 Low Off-White MCA University Blue,Air Force 1 Low Off-White MCA University Blue,off white air forces mca,70,HIGH,72.0,35.0,0.5
49270,Off-White 23 Logo Print T-Shirt Reps,Off-White 23 Logo Print T-Shirt,off white 23 logo print t shirt,0,UNKNOWN,0.0,0.0,0
49287,Off White Logo T-shirt City Limited Replica,Off White Logo T-shirt City Limited,off white logo t shirt city limited,0,UNKNOWN,0.0,0.0,0
49292,"Off-White x Nk Air Force 1 ""University Gold"" Replica","Off-White x Nk Air Force 1 ""University Gold""",off white x nk air force 1 university gold,40,MEDIUM,56.0,40.0,1.0
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy boost 350 v2 black non reflective,260,HIGH,100.0,260.0,1.0
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),adidas yeezy boost 350 v2 black non reflective,210,HIGH,100.0,210.0,1.0
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy 350 black non reflective,210,HIGH,100.0,150.0,0.7142857142857143
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy 350 v2 black non reflective,170,HIGH,100.0,145.7142857142857,0.857142857142857
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy 350 non reflective,210,HIGH,100.0,120.0,0.5714285714285714
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy black non reflective,170,HIGH,95.0,97.14285714285714,0.5714285714285714
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy boost 350 v2 static black non reflective,90,HIGH,73.0,90.0,1.0
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy 350 v2 non reflective,110,HIGH,67.0,78.57142857142857,0.7142857142857143
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy boost 350 v2 non reflective,50,HIGH,86.0,42.857142857142854,0.8571428571428571
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy static black non reflective,70,MEDIUM,55.0,40.0,0.5714285714285714
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy 350 v2 static black non reflective,40,HIGH,75.0,34.285714285714285,0.8571428571428571
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy 350 static black non reflective,40,HIGH,100.0,28.571428571428573,0.7142857142857143
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy boost 350 black non reflective,30,HIGH,100.0,25.71428571428571,0.8571428571428571
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),black non reflective yeezy,40,HIGH,93.0,22.857142857142854,0.5714285714285714
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy black static non reflective,40,HIGH,78.0,22.857142857142854,0.5714285714285714
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),yeezy boost 350 non reflective,30,HIGH,83.0,21.42857142857143,0.7142857142857143
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),black non reflective,50,LOW,13.0,21.428571428571427,0.42857142857142855
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),adidas yeezy boost 350 v2 static black non reflective,20,HIGH,96.0,20.0,1.0
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),adidas yeezy boost 350 v2 black non reflective fu9006,20,HIGH,82.0,20.0,1.0
49305,Yeezy Boost 350 V2 Black (Non-Reflective) Reps,Yeezy Boost 350 V2 Black (Non-Reflective),adidas yeezy boost 350 v2 fu9006,30,MEDIUM,55.0,17.142857142857142,0.5714285714285714
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,travis scott fragment,22200,HIGH,89.0,11100.0,0.5
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,travis scott fragment low,4400,HIGH,93.0,2933.333333333333,0.6666666666666666
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,fragment jordan 1,6600,HIGH,91.0,2200.0,0.3333333333333333
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,jordan 1 travis scott fragment,2900,HIGH,79.0,1933.3333333333333,0.6666666666666666
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,travis scott fragment jordan 1 low,1900,HIGH,89.0,1583.3333333333335,0.8333333333333334
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,fragments travis scott,4400,HIGH,91.0,1466.6666666666665,0.3333333333333333
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,fragment jordan,4400,HIGH,77.0,1466.6666666666665,0.3333333333333333
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,travis scott jordan 1 low fragment,1600,HIGH,95.0,1333.3333333333335,0.8333333333333335
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,travis scott fragment jordan 1,1900,HIGH,99.0,1266.6666666666665,0.6666666666666666
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,travis scott jordan 1 fragment,1900,HIGH,97.0,1266.6666666666665,0.6666666666666666
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,travis scott x fragment,2400,HIGH,77.0,1200.0,0.5
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,nike travis scott fragment,2400,HIGH,75.0,1200.0,0.5
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,jordan 1 low travis scott x fragment,1000,HIGH,70.0,833.3333333333334,0.8333333333333334
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,jordan 1 low fragment x travis scott,720,HIGH,75.0,600.0,0.8333333333333334
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,air jordan 1 low travis scott fragment,720,HIGH,87.0,600.0,0.8333333333333334
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,air jordan 1 low fragment x travis scott,720,HIGH,84.0,600.0,0.8333333333333334
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,travis scott x fragment x air jordan 1 low og,720,HIGH,83.0,600.0,0.8333333333333334
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,jordan 1 fragment low,1000,HIGH,92.0,500.0,0.5
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,jordan 1 fragment travis scott,720,HIGH,89.0,480.0,0.6666666666666666
49319,Travis Scott Fragment Design Jordan 1 Reps Low,Travis Scott Fragment Design Jordan 1 Low,travis scott lows fragments,1300,HIGH,88.0,433.3333333333333,0.3333333333333333
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,jordan 3 retro sp a ma maniére,210,HIGH,95.0,210.0,1.0
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,jordan 3 retro a ma maniére,210,HIGH,96.0,168.0,0.8
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,a ma maniére x air jordan 3 retro,40,HIGH,100.0,32.0,0.8
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,a ma maniére x wmns air jordan 3,20,MEDIUM,56.0,12.0,0.6
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,a ma maniére x wmns air jordan 3 retro sp,10,HIGH,100.0,10.0,1.0
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,air jordan 3 retro sp womens a ma maniére,10,UNKNOWN,0.0,10.0,1.0
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,women's air jordan 3 sp a ma maniére,10,UNKNOWN,0.0,8.0,0.8
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,a ma maniére x air jordan 3 raised by women,10,MEDIUM,51.0,6.0,0.6
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,air jordan 3 retro sp wmns,10,HIGH,100.0,6.0,0.6
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,jordan a ma maniére 3,10,HIGH,100.0,6.0,0.6
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,air jordan 3 retro sp womens wmns a ma maniére,0,UNKNOWN,0.0,0.0,0
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,dh3434,10,LOW,18.0,0.0,0.0
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,dj0718 110,10,LOW,9.0,0.0,0.0
49432,Jordan 3 Retro SP A Ma Maniére,Jordan 3 Retro SP A Ma Maniére,nike dh3434 110,10,LOW,12.0,0.0,0.0
49487,1:1 Jordan 1 Low Travis Scott Black Phantom Replica,1:1 Jordan 1 Low Travis Scott Black Phantom,1 1 jordan 1 low travis scott black phantom,0,UNKNOWN,0.0,0.0,0
49531,A Ma Maniére x Air Jordan 5 Retro Black,A Ma Maniére x Air Jordan 5 Retro Black,a ma maniére x air jordan 5 retro black,10,HIGH,100.0,10.0,1.0
49618,1 LOW OFF-WHITE BLACK WHITE 2.0 REPS,1 LOW OFF-WHITE BLACK WHITE 2.0,1 low off white black white 2.0,10,MEDIUM,61.0,10.0,1.0
49627,OFF-WHITE X AIR FORCE 1 2.0 REPLICA,OFF-WHITE X AIR FORCE 1 2.0,off white x air force 1 2.0,10,UNKNOWN,0.0,10.0,1.0
49627,OFF-WHITE X AIR FORCE 1 2.0 REPLICA,OFF-WHITE X AIR FORCE 1 2.0,off white x nike air force 1 logo white 2.0,10,UNKNOWN,0.0,10.0,1.0
49654,Kobe 6 Protro 'All Star' Quality Replicas,Kobe 6 Protro 'All Star' Quality Replicas,kobe 6 protro all star quality replicas,0,UNKNOWN,0.0,0.0,0
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe swingman jersey 8,1900,HIGH,95.0,633.3333333333333,0.3333333333333333
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe jersey mamba edition,50,HIGH,87.0,25.0,0.5
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,la lakers mamba jersey,70,HIGH,90.0,23.333333333333332,0.3333333333333333
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,black mamba city edition jersey,40,HIGH,86.0,20.0,0.5
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe bryant jersey mamba edition,30,MEDIUM,53.0,20.0,0.6666666666666666
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe mamba edition jersey,40,MEDIUM,57.0,20.0,0.5
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,lakers kobe black mamba jersey,30,HIGH,86.0,15.0,0.5
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe bryant jersey black mamba edition,20,MEDIUM,46.0,13.333333333333332,0.6666666666666666
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe bryant mamba edition jersey,20,HIGH,100.0,13.333333333333332,0.6666666666666666
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe bryant lakers city edition jersey,10,HIGH,100.0,10.0,1.0
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,mamba city jersey,30,MEDIUM,54.0,10.0,0.3333333333333333
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,lakers kobe bryant city edition jersey,10,LOW,0.0,10.0,1.0
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe bryant black mamba city edition jersey,10,MEDIUM,54.0,8.333333333333334,0.8333333333333334
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe bryant black mamba city edition swingman jersey,10,MEDIUM,64.0,8.333333333333334,0.8333333333333334
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe bryant city edition jersey black,10,LOW,0.0,8.333333333333334,0.8333333333333334
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe lakers city edition jersey,10,LOW,0.0,8.333333333333334,0.8333333333333334
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,lakers city edition jersey kobe,10,MEDIUM,47.0,8.333333333333334,0.8333333333333334
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,lakers kobe city edition jersey,10,HIGH,100.0,8.333333333333334,0.8333333333333334
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,nike los angeles lakers kobe bryant black mamba city edition,10,UNKNOWN,0.0,8.333333333333334,0.8333333333333334
49666,LAKERS KOBE BRYANT CITY EDITION JERSEY,LAKERS KOBE BRYANT CITY EDITION JERSEY,kobe black mamba edition,20,LOW,13.0,6.666666666666666,0.3333333333333333
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,sean wotherspoon air max,8100,HIGH,94.0,6480.0,0.8
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,air max 1 sean wotherspoon,8100,HIGH,94.0,6480.0,0.8
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,sean wotherspoon's air max,8100,HIGH,94.0,6480.0,0.8
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,air max 97 sean wotherspoon,3600,HIGH,90.0,3600.0,1.0
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,air max sean wotherspoon,2400,HIGH,92.0,1920.0,0.8
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,nike sean wotherspoon,4400,HIGH,93.0,1760.0,0.4
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,sean wotherspoon nike,4400,HIGH,93.0,1760.0,0.4
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,sean wotherspoon air max 97,1600,HIGH,86.0,1600.0,1.0
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,nike air max 97 sean wotherspoon,1600,HIGH,83.0,1600.0,1.0
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,sean wotherspoon 97 air max,1600,HIGH,86.0,1600.0,1.0
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,sean wotherspoon nike air max 97,1600,HIGH,83.0,1600.0,1.0
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,sean wotherspoon's air max 97,1600,HIGH,86.0,1600.0,1.0
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,sean wotherspoon 97,1900,HIGH,94.0,1140.0,0.6
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,air max 97 wotherspoon,1300,HIGH,91.0,1040.0,0.8
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,wotherspoon air max 97,1300,HIGH,91.0,1040.0,0.8
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,nike air max 1 97 sean wotherspoon,1000,HIGH,94.0,1000.0,1.0
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,sean wotherspoon nike air max 1 97,1000,HIGH,94.0,1000.0,1.0
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,air max 1 97,1600,HIGH,93.0,960.0,0.6
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,1 97 air max,1600,HIGH,93.0,960.0,0.6
49690,Air Max 1/97 Sean Wotherspoon Reps,Air Max 1/97 Sean Wotherspoon,97 1 air max,1600,HIGH,93.0,960.0,0.6
49715,Off-White Fireworks T-Shirt Pink Replica,Off-White Fireworks T-Shirt Pink,off white fireworks t shirt pink,0,UNKNOWN,0.0,0.0,0
49728,OFF-WHITE Out Of Office OOO Low Tops White Black White,OFF-WHITE Out Of Office OOO Low Tops White Black White,off white out of office ooo low tops white black white,40,HIGH,95.0,40.0,1.0
49788,"Yeezy 700 ""Hi-Res Blue"" Replica","Yeezy 700 ""Hi-Res Blue""",yeezys 700 blue,1900,HIGH,100.0,760.0,0.4
49788,"Yeezy 700 ""Hi-Res Blue"" Replica","Yeezy 700 ""Hi-Res Blue""",yeezy 700 hi res blue,480,HIGH,92.0,480.0,1.0
49788,"Yeezy 700 ""Hi-Res Blue"" Replica","Yeezy 700 ""Hi-Res Blue""",yeezy 700 high res blue,480,HIGH,92.0,384.0,0.8
49788,"Yeezy 700 ""Hi-Res Blue"" Replica","Yeezy 700 ""Hi-Res Blue""",yeezy boost 700 hi res blue,170,HIGH,100.0,170.0,1.0
49788,"Yeezy 700 ""Hi-Res Blue"" Replica","Yeezy 700 ""Hi-Res Blue""",yeezy hi res blue,170,HIGH,92.0,136.0,0.8
